1|161|R|2006|6|RECEITA DE SERVIÇOS|5381000.00|5381000.00|853312.81|5200819.13|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|131006|D|2015|3|  DEMAIS SUBFUNÇÕES|131950.00|108950.00|2180.00|2180.00|0.00|0.00|2180.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
10|143|R|2012|4|DÍVIDA ATIVA DO IRRF|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|178|R|2008|6|OUTRAS TRANSFERÊNCIAS CORRENTES|4291251.33|1213033.49|3860698.92|1371529.95|2747663.24|1791070.46|4114680.40|3613485.01|2740468.56|1936700.86|2632221.46|3501300.37|54390325.68|33814104.05|Apr  3 2014 09:55:22:667AM
102|71|C|2015|1|PASSIVO ATUARIAL|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
5|62|D|2006|5|DESPESAS DE CAPITAL|880000.00|220000.00|2196.25|74955.25|89275.20|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|21004|D|2006|1|PRESER. E CONSERV. AMBIENTAL|665000.00|1665000.00|1119180.16|1119180.16|13612.00|13612.00|525216.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
9|11016|D|2008|1|SECRETARIA MUNICIPAL DE HABITAÇÃO SOCIAL|0.00|269339.99|0.00|150000.00|119339.99|3276810.33|0.00|1495.00|3275315.33|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
5|72|R|2015|5|AMORTIZAÇÃO DE EMPRÉSTIMOS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
5|721|C|2015|2|RECURSOS PARA COBERTURA DE DÉFICIT FINANCEIRO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
106|100|D|2003|3|ADMINISTRAÇÃO DIRETA|0.00|9836381.54|19967559.20|0.00|1146270.35|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
105|1123|C|2013|1|APLICAÇÕES FINANCEIRAS|188724870.23|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|118004|D|2015|3|  367-EDUCAÇÃO ESPECIAL|710000.00|30000.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
102|32|D|2003|3|INSUFICIÒNCIA FINANCEIRA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
106|1003|D|2013|1|GABINETE DO VICE - PREFEITO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|32|D|2008|5|DESPESAS CUSTEADAS COM OUTROS RECURSOS DE IMPOSTOS|3040000.00|1312000.00|7749.80|404260.99|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1143|R|2015|2|OUTRAS RECEITAS AGROPECUÁRIAS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
2|118009|D|2014|3|  365-EDUCAÇÃO INFANTIL|5673576.00|5452584.00|578813.64|3065503.51|1327237.99|2099681.25|2791140.60|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Sep 24 2014 05:53:42:060PM
16|4|R|2010|3|(-) DESPESAS COM INATIVOS E PENSIONISTAS|422775180.00|435917346.58|125649614.02|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|22|R|2005|5|DO ESTADO PARA O MUNICÍPIO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|31|D|2012|5|TRANSFERÊNCIAS DO SALÁRIO-EDUCAÇÃO|4655000.00|2732099.00|309.90|449857.93|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
5|1|D|2014|1|CAIXA|132000000.00|132000000.00|20309565.52|20309565.52|17881296.59|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Sep 24 2014 05:53:42:060PM
2|14006|D|2004|4|ASSISTENCIA COMUNITARIA|2587820.00|2298021.88|247326.07|1082881.97|405819.57|994623.97|1324675.96|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|12|R|2006|5|RECEITAS DE CONTRIBUIÇÕES|29543000.00|29543000.00|2715466.25|15810105.91|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
106|2003|D|2012|3|FUNJOPE|9626.24|0.00|9750.50|0.00|-124.26|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|121|R|2012|6|IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS - ITBI|54000000.00|57705187.86|14781288.82|66381066.95|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|92|D|2013|6|ASSISTÊNCIA HOSPITALAR E AMBULATORIAL|336931056.00|338804191.17|250349033.43|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|2|D|2008|3|TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE-SUS(II)|45336580.00|52432228.92|8466766.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|121004|D|2008|2|  541-PRESER. E CONSERV. AMBIENTAL|6485579.00|6303579.00|4295.00|513307.35|307800.18|307800.18|343905.18|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|13004|D|2006|6|DEF. INTER. PUB. PROC. JUDICIÁRIO|250000.00|50829.00|4500.00|17650.00|4500.00|17650.00|17650.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|141|D|2011|5|INVESTIMENTOS|273156507.00|42084797.08|315241304.08|29111867.98|110908550.14|19175741.49|74404371.99|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|4|D|2013|3|OUTRAS RECEITAS ORÇAMENTÁRIAS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
5|6|D|2013|6|RECEITAS CORRENTES|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|132003|D|2015|4|  843-SERVIÇOS DA DÍVIDA INTERNA|17854769.00|20612153.72|3344780.82|13505066.94|3494287.59|13382934.84|13772776.31|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
9|11004|D|2007|5|GABINETE DO VICE - PREFEITO|400.00|31423.41|0.00|31423.41|400.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|11|D|2012|5|RECEITA RESULTANTE DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
5|72|C|2011|5|AMORTIZAÇÃO DE EMPRÉSTIMOS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|112|R|2007|6|RECEITAS DE CONTRIBUIÇÕES|20735705.00|30221705.00|4642364.40|24024983.62|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|142|R|2007|5|MULTAS, JUROS DE MORA E OUTROS ENCARGOS DO IRRF|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|150|D|2004|1|PREVIDENCIA SOCIAL|34349869.00|34349869.00|269739.14|269739.14|140249.90|140249.90|8354223.62|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|2111|R|2009|1|CONTRIBUIÇÕES SOCIAIS|29630000.00|29630000.00|4494691.06|4494691.06|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|111|R|2013|5|IPTU|664009.20|4298.17|517690.64|20286572.84|7390936.21|1870510.89|1388011.32|1284563.70|1355052.32|1549371.73|1224482.78|1146708.39|39000000.00|35702820.50|Apr  3 2014 09:55:22:667AM
1|2|R|2011|3|DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)|43220000.00|43220000.00|8081773.45|18905641.19|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|24003|D|2006|6|PRESER. E CONSERV. AMBIENTAL|1395220.00|963233.00|4523.73|32985.97|8273.73|32985.97|32985.97|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|4|R|2008|1|18 - ENSINO FUNDAMENTAL|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|113002|D|2007|2|FORMAÇÃO DE RECURSOS HUMANOS|122000.00|122000.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|82|R|2013|3|COMPLEMENTAÇÃO DA UNIÃO AO FUNDEB|6000000.00|6000000.00|1211310.08|4722137.21|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
102|12|C|2008|2|DIVIDA CONTRATUAL|56090251.73|58744568.84|57394830.41|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
7|311|D|2003|6|Pessoal e Encargos Sociais|232308151.52|66928989.10|193557882.83|128361071.94|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
9|11003|D|2008|2|GABINETE DO PREFEITO|0.00|460.00|0.00|0.00|460.00|176810.76|9884.00|98984.73|67942.03|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
9|11013|D|2010|4|SEC. DE SAÚDE|0.00|834.96|0.00|0.00|834.96|5994186.36|0.00|3336341.42|2676076.30|18231.36|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
108|10|R|2004|2|OPERAÇÕES DE CRÉDITOS INTERNAS E EXTERNAS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|116014|D|2012|4|  131-COMUNICAÇÃO SOCIAL|611000.00|12582.50|11420.00|12582.50|11420.00|12582.50|12582.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|22|D|2011|1|PAGAMENTOS EFETUADOS ATÉ O BIMESTRE|2025000.00|2025000.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|243|R|2005|3|TRANSFERÊNCIAS DO EXTERIOR|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
106|1003|D|2009|1|GABINETE DO VICE - PREFEITO|0.00|31592.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
106|1014|D|2010|1|SEC. DE TRAB. PROM. SOCIAL|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|111501|D|2010|5|TURISMO|100000.00|59000.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|2|D|2012|4|OUTRAS DESPESAS|20558500.00|20558500.00|2484212.06|4980011.95|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|252|R|2005|2|REMUNERAÇÃO DAS DISPONIBILIDADES|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
6|9|C|2007|5|PASSIVOS RECONHECIDOS (X)|1063127.51|19380220.94|23874070.93|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|3|R|2005|3|DESPESAS COM SAÚDE|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|22|R|2009|4|COTA-PARTE ICMS|140907000.00|140907000.00|25011907.42|92956540.67|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|1270|D|2008|4|COMÉRCIO E SERVIÇOS|17633319.00|15236606.31|276082.64|2596933.66|56236.19|258380.50|422711.31|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1252|R|2014|1|DIV. ATIVA PROV. DA AMORTIZ. EMP. E FINANC.|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Sep 24 2014 05:53:42:060PM
1|141|D|2008|4|INVESTIMENTOS|278550197.00|47089398.94|325639595.94|29471525.89|91526476.28|13404688.39|38268271.75|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
7|143|R|2010|2|CONVÊNIOS|34590253.96|2431813.07|6530147.36|3604080.04|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|116011|D|2008|4|  304-VIGILÂNCIA SANITÁRIA|1302500.00|1242500.00|41496.00|112974.94|23555.20|90772.86|100491.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|119004|D|2015|6|  DEMAIS SUBFUNÇÕES|5012.00|3012.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
7|121|R|2005|1|RECEITA PREVIDENCIÁRIA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
9|1400|D|2011|4|JUDICIÁRIO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|72|R|2008|5|COTA-PARTE ICMS DESTINADA AO FUNDEB|24815777.00|24815777.00|4317511.42|18933361.07|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
5|1713|D|2015|3|OUTROS BENEFÍCIOS PREVIDENCIÁRIOS|65000.00|65000.00|10268.58|30247.06|24405.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
5|612|R|2015|4|PESSOAL MILITAR|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
5|2|C|2011|3|DESPESAS PREVIDENCIÁRIAS - RPPS (INTRA-ORÇAMENTÁRIAS) (V)|888934.48|1179848.54|1643890.18|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
16|13|R|2009|3|RECEITAS DE TRANSFERÊNCIAS CONSTITUCIONAIS E LEGAIS|370939920.00|370939920.00|185013421.72|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|126|R|2009|4|OPERAÇÕES DE CRÉDITO / REFINANCIAMENTO (II)|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|13|R|2009|2|RECEITA PATRIMONIAL|737806.16|937295.69|1010342.16|1065879.96|1170936.25|1496670.20|1241918.68|1547643.31|1125424.48|1119702.79|1273471.29|1321058.40|45378552.00|12134800.22|Apr  3 2014 09:55:22:667AM
5|71|R|2013|3|ALIENAÇÃO DE BENS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1174|R|2014|1|TRANSFERÊNCIAS DE PESSOAS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Sep 24 2014 05:53:42:060PM
10|31|D|2008|5|DESPESAS CUSTEADAS COM RECURSOS DO FUNDEB|3800000.00|4060000.00|597448.10|1475475.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|18|R|2005|5|OUTRAS RECEITAS CORRENTES|2126155.57|17323310.02|2978038.98|2837744.94|2361270.68|2330492.13|2505702.16|1417263.04|1688442.40|1637921.20|1533916.03|1396980.92|27376530.00|39145362.46|Apr  3 2014 09:55:22:667AM
5|172|D|2008|1|OUTRAS DESPESAS PREVIDENCIÁRIAS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1222|R|2013|5|ALIENAÇÃO DE BENS IMÓVEIS|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1183|R|2013|4|RECEITA DA DÍVIDA ATIVA|16900000.00|18900000.00|2350239.63|12281336.27|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|11|R|2005|2|RECEITAS TRIBUTÁRIAS|120373688.00|120373688.00|13987087.60|36787447.77|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|128|R|2006|3|COTA-PARTE IPVA (100%)|17000000.00|17000000.00|3073116.82|7588943.46|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
6|22|R|2004|2|(-) APLICAÇÕES FINANCEIRAS|184543.10|822319.74|424498.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|21003|D|2004|6|ORDENAMENTO TERRITORIAL|105524.00|34250.00|6786.00|31081.69|9946.00|31081.69|31081.69|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|1320|D|2010|6|ENCARGOS ESPECIAIS|34660381.00|32495215.00|5951892.82|30663422.29|6894117.37|30648011.94|30648011.94|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|118005|D|2007|6|ASS. HOSPITALAR E AMBULAT.|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
1|1175|R|2007|2|TRANSFERÊNCIAS DE CONVÊNIOS|54609481.00|58950339.66|2612701.52|5899011.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
2|1330|D|2008|6|RESERVA DE CONTINGÊNCIA|110000.00|110000.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|25|R|2016|1|Compensação Financ. entre Regimes de Previdência|826591.99|843249.03|0.00|884883.80|1495752.57|812446.65|811365.14|801922.48|755882.79|0.00|2740122.96|877058.67|13070000.00|8834873.98|Apr 26 2016 08:03:08:633PM
16|3|D|2008|6|DESPESAS COM SAÚDE|302848005.00|341709474.45|289250404.51|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
103|52|D|2013|2|OUTRAS GARANTIAS NOS TERMOS DA LRF|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
10|1|C|2015|2|RESTOS A PAGAR DE DESPESAS COM MANUTENÇÃO E DESENVOLVIMENTO DO ENSINO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Feb 11 2016 08:02:02:097AM
5|6112|R|2010|1|CONTRIBUIÇÃO PATRONAL DE SERVIDOR INATIVO CIVIL|380000.00|380000.00|34690.88|34690.88|39899.02|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|Apr  3 2014 09:55:22:667AM
3|112|R|2012|1|ISS|9755683.60|9088195.52|9705173.58|9063715.22|9443825.21|9606332.79|10078130.49|9770228.97|14137684.02|17207410.44|10501600.34|8646527.91|120000000.00|128028855.03|Apr  3 2014 09:55:22:667AM
