11130200|Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação|N
11130201|Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação|S
11130202|Adicional ICMS - Fundo Estadual de Combate à Pobreza|S
11130300|Imposto sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários|N
11130301|Imposto sobre Comercialização do Ouro|S
11130302|Receita de Parcelamentos – Imposto sobre Operações de Crédito, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários – Comercialização do Ouro|S
11130309|Imposto sobre as Demais Operações|S
11130310|Receita de Parcelamentos – Imposto sobre Operações de Créditos, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários|S
11130500|Imposto sobre Serviços de Qualquer Natureza|N
11130501|Imposto sobre Serviços de Qualquer Natureza|S
11130502|Adicional ISS - Fundo Municipal de Combate à Pobreza|S
11150000|Impostos Extraordinários|S
11200000|Taxas|N
11210000|Taxas pelo Exercício do Poder de Polícia|N
11210100|Taxa de Fiscalização dos Serviços de Irrigação e Operação da Adução de Água|S
11210200|Taxa de Fiscalização das Telecomunicações|N
11210201|Taxa de Fiscalização de Instalação|S
11210202|Taxa de Fiscalização de Funcionamento|S
11210300|Taxa de Controle e Fiscalização de Produtos Químicos|S
11210400|Taxas do Departamento de Polícia Federal|N
11210401|Taxa do Departamento de Polícia Federal – Segurança Privada|S
11210402|Taxa do Departamento de Polícia Federal – Sistema Nacional de Armas|S
11210500|Taxas Decorrentes de Serviços de Migração|S
11211000|Taxa de Licenciamento, Controle e Fiscalização de Materiais Nucleares e Radioativos e suas Instalações – TLC|S
11211100|Taxa de Fiscalização e Controle da Previdência Complementar – TAFIC|S
11211300|Taxa de Fiscalização dos Produtos Controlados pelo Ministério do Exército|S
11211400|Taxa de Fiscalização dos Mercados de Títulos e Valores Mobiliários|S
11211500|Taxa de Fiscalização dos Mercados de Seguro, de Capitalização e da Previdência Privada Aberta|S
11211600|Taxa de Fiscalização de Serviços de Energia Elétrica|S
11211700|Taxa de Fiscalização de Vigilância Sanitária|S
11212000|Taxa de Saúde Suplementar|N
11212001|Taxa por Plano de Assistência à Saúde|S
11212002|Taxa por Registro de Produto|S
11212003|Taxa por Alteração de Dados de Produto|S
11212004|Taxa por Registro de Operadora|S
11212005|Taxa por Alteração de Dados de Operadora|S
11212006|Taxa por Pedido de Reajuste de Contraprestação Pecuniária|S
11212099|Outras Taxas de Saúde Suplementar|S
11212100|Taxa de Controle e Fiscalização Ambiental|S
11212200|Taxa de Serviços Administrativos|S
11212300|Taxa de Serviços Metrológicos|S
11212400|Taxa de Fiscalização sobre a Distribuição Gratuita de Prêmios e Sorteios|S
11212500|Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços|S
11212600|Taxa de Publicidade Comercial|S
11212700|Taxa de Apreensão e Depósito|S
11212800|Taxa de Funcionamento de Estabelecimentos em Horário Especial|S
11212900|Taxa de Licença para Execução de Obras|S
16001200|Serviços Tecnológicos|S
11213000|Taxa de Autorização de Funcionamento de Transporte|S
11213100|Taxa de Utilização de Área de Domínio Público|S
11213200|Taxa de Aprovação do Projeto de Construção Civil|S
11213400|Taxa de Fiscalização de Aparelhos de Transporte|S
11213500|Taxa de Alinhamento e Nivelamento|S
11213600|Taxa de Apreensão, Depósito ou Liberação de Animais|S
11213700|Taxa de Regulação de Serviços de Gás Canalizado|S
11213800|Taxa de Serviços de Transporte Metroviário de Passageiros|S
11213900|Taxa de Serviços de Transporte Ferroviário de Passageiros|S
11214000|Taxa de Serviços de Transporte Marítimo de Passageiros|S
11215000|Taxas pela Utilização de Selos de Controle e dos Equipamentos Contadores de Produção|S
11219900|Outras Taxas pelo Exercício do Poder de Polícia|S
11220000|Taxas pela Prestação de Serviços|N
11220100|Emolumentos Consulares|S
11220200|Taxa de Pedido de Visto em Contrato de Trabalho de Estrangeiro|S
11220300|Taxa Utilização do Sistema Eletrônico de Controle de Arrecadação do Adicional ao Frete para a Renovação da Marinha Mercante|S
11220400|Taxa de Avaliação do Ensino Superior|S
11220600|Taxa Judiciária da Justiça do Distrito Federal|S
11220700|Emolumentos e Custas da Justiça do Distrito Federal|S
11220800|Emolumentos e Custas Judiciais|S
11221100|Taxa de Utilização do Sistema Integrado de Comércio Exterior – SISCOMEX|S
11221200|Emolumentos e Custas Processuais Administrativas|N
11221201|Emolumentos e Custas de Apreciação de Atos e Contratos|S
11221202|Emolumentos e Custas Decorrentes de Consultas|S
11221500|Taxa Militar|S
11221900|Taxa de Classificação de Produtos Vegetais|S
11222100|Taxas de Serviços Cadastrais|S
11222200|Taxa de Serviços de Pesca e Aquicultura|S
11222800|Taxa de Cemitérios|S
11222900|Emolumentos e Custas Extrajudiciais|S
11229000|Taxa de Limpeza Pública|S
11229900|Outras Taxas pela Prestação de Serviços|S
11300000|Contribuição de Melhoria|N
11300100|Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário|S
11300200|Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade|S
11300300|Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural|S
11300400|Contribuição de Melhoria para Pavimentação e Obras Complementares|S
11309900|Outras Contribuições de Melhoria|S
11310205|Receita de Transferência de Concessão, de Permissão ou de Autorização de Rodovias ou de Obras Rodoviárias Federais|S
12000000|Receitas de Contribuições|N
12100000|Contribuições Sociais|N
12100100|Contribuição Social para o Financiamento da Seguridade Social|N
12100101|Receita do Principal da Contribuição Social para o Financiamento da Seguridade Social|S
12100102|Receita de Parcelamentos – Contribuição para o Financiamento da Seguridade Social|S
12100200|Contribuição Social do Salário-Educação|S
12100400|Cota-Parte da Contribuição Sindical|S
12100500|Contribuição para o Ensino Aeroviário|S
12100600|Contribuição para o Desenvolvimento do Ensino Profissional Marítimo|S
12100700|Contribuição para o Fundo de Saúde das Forças Armadas|S
12100900|Contribuição sobre a Arrecadação dos Fundos de Investimentos Regionais|S
12101300|Contribuição sobre Movimentação ou Transmissão de Valores e de Créditos e Direitos de Natureza Financeira|N
12101301|Receita do Principal da Contribuição sobre Movimentação ou Transmissão de Valores e de Créditos e Direitos de Natureza Financeira|S
12101302|Receita de Parcelamentos – Contribuição sobre Movimentação ou Transmissão de Valores e de Créditos e Direitos de Natureza Financeira|S
12101500|Contribuição para Custeio das Pensões Militares|S
12101700|Contribuição sobre a Receita de Sorteios Realizados por Entidades Filantrópicas|S
12101800|Contribuições sobre a Receita de Concursos de Prognósticos|N
12101801|Contribuição sobre a Receita da Loteria Federal|S
12101802|Contribuição sobre a Receita de Loterias Esportivas|S
12101803|Contribuição sobre a Receita de Concursos Especiais de Loterias Esportivas|S
12101804|Contribuição sobre a Receita de Loterias de Números|S
12101805|Contribuição sobre a Receita da Loteria Instantânea|S
12101806|Prêmios Prescritos da Loteria Federal|S
12101807|Contribuição sobre a Receita de Outros Concursos de Prognósticos|S
12101808|Contribuição Sobre a Receita de Concurso de Prognóstico Específico Destinado ao Desenvolvimento da Prática Desportiva – Modalidade Futebol (“Timemania”)|S
12101809|Outros Prêmios Prescritos|S
12102900|Contribuições para o Regime Próprio de Previdência do Servidor Público|N
12102901|Contribuição Patronal de Servidor Ativo Civil para o Regime Próprio|S
12102902|Contribuição Patronal de Servidor Ativo Militar|S
12102903|Contribuição Patronal – Inativo Civil|S
12102904|Contribuição Patronal – Inativo Militar|S
12102905|Contribuição Patronal – Pensionista Civil|S
12102906|Contribuição Patronal – Pensionista Militar|S
12102907|Contribuição do Servidor Ativo Civil para o Regime Próprio|S
12102908|Contribuição de Servidor Ativo Militar|S
12102909|Contribuições do Servidor Inativo Civil para o Regime Próprio|S
12102910|Contribuições de Servidor Inativo Militar|S
12102911|Contribuições de Pensionista Civil para o Regime Próprio|S
12102912|Contribuições de Pensionista Militar|S
12102913|Contribuição Previdenciária para Amortização do Déficit Atuarial|S
12102915|Contribuição Previdenciária em Regime de Parcelamento de Débitos – RPPS|S
12102916|Receita de Recolhimento da Contribuição Patronal, oriunda do Pagamento de Sentenças Judiciais|S
12102917|Receita de Recolhimento da Contribuição do Servidor Ativo Civil, oriunda do Pagamento de Sentenças Judiciais|S
12102918|Receita de Recolhimento da Contribuição do Servidor Inativo Civil, oriunda do Pagamento de Sentenças Judiciais|S
12102919|Receita de Recolhimento de Pensionista Civil, oriunda do Pagamento de Sentenças Judiciais|S
12103000|Contribuições Previdenciárias para o Regime Geral de Previdência Social|N
12103001|Contribuição Previdenciária do Segurado Obrigatório – Contribuinte Individual|S
12103002|Contribuição do Segurado Assalariado|S
12103003|Contribuição Previdenciária da Empresa sobre Segurado Assalariado|S
12103004|Contribuição Previdenciária da Empresa Optante pelo SIMPLES|S
12103005|Contribuição Previdenciária sobre Espetáculo Desportivo|S
12103006|Contribuição Previdenciária sobre a Produção Rural|S
12103007|Contribuição Previdenciária em Regime de Parcelamento de Débitos – RGPS|S
12103008|Contribuição Previdenciária para o Seguro de Acidente do Trabalho|S
12103009|Contribuição Previdenciária sobre Reclamatória Trabalhista|S
12103010|Contribuição Previdenciária em Regime de Parcelamento de Débito dos Municípios|S
12103011|Contribuição Previdenciária do Segurado Obrigatório – Empresário|S
12103012|Contribuição Previdenciária do Segurado Facultativo|S
12103013|Contribuição Previdenciária do Segurado Especial|S
12103014|Contribuição Previdenciária do Segurado Obrigatório – Empregado Doméstico|S
12103015|Contribuição Previdenciária dos Órgãos do Poder Público|S
12103016|Contribuição Previdenciária das Entidades Filantrópicas|S
12103017|Contribuição Previdenciária – Retenção sobre Nota Fiscal – Sub-rogação|S
12103018|Arrecadação FIES – Certificados Financeiros do Tesouro Nacional|S
12103019|Arrecadação FNS – Certificados Financeiros do Tesouro Nacional|S
12103020|Certificados da Dívida Pública – CDP|S
12103021|Contribuição Previdenciária na Forma de Depósito Judicial, Recursal e Custas Judiciais|S
12103022|Contribuição Previdenciária das Cooperativas de Trabalho Descontadas do Cooperado|S
12103023|Receita de Parcelamentos – Contribuição dos Empregadores e Trabalhadores para a Seguridade Social|S
12103024|Contribuição Previdenciária da Empresa sobre o Segurado Assalariado Incidente sobre a Receita Bruta|S
12103099|Outras Contribuições Previdenciárias|S
12103100|Contribuição para o Fundo de Saúde dos Policiais Militares e Bombeiros Militares do Distrito Federal|N
12103101|Contribuição para o Fundo de Saúde dos Policiais Militares do Distrito Federal|S
12103102|Contribuição para o Fundo de Saúde dos Bombeiros Militares do Distrito Federal|S
12103200|Contribuições Rurais|N
12103201|Contribuição Industrial Rural|S
12103203|Adicional à Contribuição Previdenciária|S
12103300|Contribuição e Adicional para o Serviço Nacional de Aprendizagem Comercial – SENAC|N
12103301|Contribuição para o Serviço Nacional de Aprendizagem Comercial – SENAC|S
12103302|Adicional à Contribuição para o Serviço Nacional de Aprendizagem Comercial – SENAC|S
12103400|Contribuição e Adicional para o Serviço Nacional de Aprendizagem Industrial – SENAI|N
12103401|Contribuição para o Serviço Nacional de Aprendizagem Industrial – SENAI|S
12103402|Adicional à Contribuição para o Serviço Nacional de Aprendizagem Industrial – SENAI|S
12103500|Contribuição e Adicional para o Serviço Social do Comércio – SESC|N
12103501|Contribuição para o Serviço Social do Comércio – SESC|S
12103502|Adicional à Contribuição para o Serviço Social do Comércio – SESC|S
12103600|Contribuição e Adicional para o Serviço Social da Indústria – SESI|N
12103601|Contribuição para o Serviço Social da Indústria – SESI|S
12103602|Adicional à Contribuição ao Serviço Social da Indústria – SESI|S
12103700|Contribuições para o Programa de Integração Social e de Formação do Patrimônio do Servidor Público – PIS/PASEP|N
12103701|Receita do Principal das Contribuições para o PIS/PASEP|S
12103702|Receita de Parcelamentos – Contribuições para o PIS/PASEP|S
12103800|Contribuição Social sobre o Lucro das Pessoas Jurídicas|N
12103801|Receita do Principal da Contribuição Social sobre o Lucro das Pessoas Jurídicas|S
12103802|Receita de Parcelamentos – Contribuição Social sobre o Lucro das Pessoas Jurídicas|S
12103900|Contribuição para o Serviço Nacional de Aprendizagem Rural – SENAR|S
12104100|Contribuição para o Serviço Social do Transporte – SEST|S
12104200|Contribuição para o Serviço Nacional de Aprendizagem do Transporte – SENAT|S
12104300|Contribuição para o Serviço Brasileiro de Apoio às Micro e Pequenas Empresas – SEBRAE|S
12104400|Contribuição para o Serviço Nacional de Aprendizagem do Cooperativismo – SESCOOP|S
12104500|Contribuição sobre Jogos de Bingo|S
12104700|Contribuição Relativa à Despedida de Empregado sem Justa Causa|S
12104800|Contribuição sobre a Remuneração Devida ao Trabalhador|S
12109900|Outras Contribuições Sociais|S
12200000|Contribuições de Intervenção no Domínio Econômico|N
12200100|Contribuição para o Programa de Integração Nacional – PIN|S
12200200|Contribuição para o Programa de Redistribuição de Terras e de Estímulo à Agroindústria do Norte e do Nordeste – PROTERRA|S
12200300|Contribuições para o Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização|N
12200302|Contribuições sobre as Lojas Francas, Entrepostos Aduaneiros e Depósitos Alfandegados|S
12200399|Outras Contribuições para o Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização|S
12200500|Contribuição sobre Apostas em Competições Hípicas|S
12200600|Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional – CONDECINE|N
12200601|Receita de Remessa de Rendimentos da Exploração de Obras Cinematográficas e Videofonográficas|S
12200602|Receita de Veiculação de Obras Cinematográficas e Videofonográficas com Fins Comerciais|S
12200603|Receita de Distribuição de Conteúdos Audiovisuais por Prestadores de Serviço de Acesso Condicionado|S
12201600|Adicional sobre as Tarifas de Passagens Aéreas Domésticas|S
12201800|Cota-parte do Adicional ao Frete para Renovação da Marinha Mercante|S
16001300|Serviços Administrativos|N
12202400|Contribuição sobre a Receita das Concessionárias e Permissionárias de Energia Elétrica|S
12202500|Contribuição pela Licença de Uso, Aquisição ou Transferência de Tecnologia|S
12202600|Contribuição sobre a Receita das Empresas Prestadoras de Serviços de Telecomunicações|N
12202601|Contribuição sobre a Receita Operacional Bruta, Decorrente de Prestação de Serviços de Telecomunicações|S
12202602|Contribuição sobre a Receita Bruta das Empresas Prestadoras de Serviços de Telecomunicações|S
12202800|Contribuição Relativa às Atividades de Importação e Comercialização de Petróleo e seus Derivados, Gás Natural e Álcool Carburante|N
12202801|Contribuição Relativa às Atividades de Importação de Petróleo e seus derivados, Gás Natural e Álcool Carburante|S
12202802|Contribuição Relativa às Atividades de Comercialização de Petróleo e seus Derivados, Gás Natural e Álcool Carburante|S
12202803|Receita de Parcelamentos – Contribuição Relativa às Atividades de Comercialização de Petróleo e seus Derivados, Gás Natural e Álcool Carburante|S
12203000|Contribuição para o Fomento da Radiodifusão Pública|S
12204000|Contribuição sobre o Faturamento das Empresas de Informática|N
12204100|Contribuição sobre o Faturamento das Empresas de Informática Instaladas na Amazônia|N
12204101|Contribuição sobre o Faturamento das Empresas de Informática Instaladas na Amazônia – Principal|S
12204102|Contribuição sobre o Faturamento das Empresas de Informática Instaladas na Amazônia – Excedente|S
12204103|Contribuição sobre o Faturamento das Empresas de Informática Instaladas na Amazônia – Residual|S
12204104|Contribuição sobre o Faturamento das Empresas de Informática Instaladas na Amazônia - Parcelamento de Débitos|S
12204200|Contribuição sobre o Faturamento das Empresas de Informática Instaladas nas Demais Regiões|N
12204201|Contribuição sobre o Faturamento das Empresas de Informática Instaladas nas Demais Regiões – Principal|S
12204202|Contribuição sobre o Faturamento das Empresas de Informática Instaladas nas Demais Regiões – Excedente|S
12204203|Contribuição sobre o Faturamento das Empresas de Informática Instaladas nas Demais Regiões – Residual|S
12204204|Contribuição sobre o Faturamento das Empresas de Informática Instaladas nas Demais Regiões - Parcelamento de Débitos|S
12209900|Outras Contribuições Econômicas|N
12209901|Outras Contribuições Econômicas – Principal|S
12209902|Parcelamentos – Outras Contribuições Econômicas|S
12300000|Contribuição para o Custeio do Serviço de Iluminação Pública|S
13000000|Receita Patrimonial|N
13100000|Receitas Imobiliárias|N
13110000|Aluguéis|S
13120000|Arrendamentos|S
13130000|Foros|S
13140000|Laudêmios|S
13150000|Taxa de Ocupação de Imóveis|N
13151000|Taxa de Ocupação de Terrenos da União|S
13152000|Taxa de Ocupação de Imóveis Funcionais e Próprios Nacionais Residenciais|S
13153000|Taxa de Ocupação de Outros Imóveis|S
13190000|Outras Receitas Imobiliárias|S
13200000|Receitas de Valores Mobiliários|N
13210000|Juros de Títulos de Renda|S
13220000|Dividendos, Participações e Juros sobre o Capital Próprio|N
13220001|Dividendos|S
13220002|Participações|S
13220003|Juros sobre o Capital Próprio|S
13250000|Remuneração de Depósitos Bancários|S
13250100|Remuneração de Depósitos de Recursos Vinculados|N
13250101|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Royalties|S
13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|S
13250103|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo de Saúde|S
13250105|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Manutenção e Desenvolvimento do Ensino - MDE|S
13250106|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Ações e Serviços Públicos de Saúde vinculados ao Fundo de Saúde|S
13250107|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDETUR|S
13250109|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Contribuição de Intervenção no Domínio Econômico (CIDE)|S
13250110|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo Nacional de Assistência Social (FNAS)|S
13250199|Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados|S
13250200|Remuneração de Depósitos de Recursos não Vinculados|N
13250201|Receita de Remuneração de Depósitos de Poupança|S
13250202|Remuneração de Aplicações Extramercado|S
13250299|Remuneração de Outros Depósitos de Recursos não vinculados|S
13260000|Remuneração de Depósitos Especiais|S
13270000|Remuneração de Saldos de Recursos Não Desembolsados|S
13280000|Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor|N
13281000|Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa|S
13282000|Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Variável|S
13283000|Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Fundos Imobiliários|S
13290000|Outras Receitas de Valores Mobiliários|S
13300000|Receita de Concessões e Permissões|N
13310000|Receita de Concessões e Permissões – Serviços|N
13310100|Receita de Concessões e Permissões – Serviços de Transporte|N
13310101|Receita de Outorga dos Serviços de Transporte Ferroviário|S
13310102|Receita de Outorga dos Serviços de Transportes Rodoviário Interestadual e Internacional de Passageiros|S
13310103|Receita de Outorga dos Serviços de Transporte Metroviário de Passageiros|S
13310104|Receita de Outorga dos Serviços de Transporte Marítimo de Passageiros|S
13310105|Receita de Outorga dos Serviços de Transporte Coletivo Local e Intermunicipal|S
13310106|Receita de Outorga dos Serviços de Infraestrutura Aeroportuária|S
13310107|Receita de Outorga para Exploração da Infraestrutura de Transporte Rodoviário|S
13310199|Outras Receitas de Concessões e Permissões – Serviços de Transporte|S
13310200|Receita de Concessões e Permissões – Serviços de Comunicação|N
13310201|Receita de Outorga dos Serviços de Telecomunicações|S
13310202|Receita de Outorga dos Serviços de Radiodifusão Sonora e de Sons e Imagens|S
13310203|Receita de Outorga do Direito de uso de Radiofrequência|S
13310204|Receita de Transferência de Concessão, de Permissão ou de Autorização de Telecomunicações ou de Uso de Radiofrequência|S
13310205|Receita de Transferência de Concessão, de Permissão ou de Autorização de Rodovias ou de Obras Rodoviárias Federais|S
13310206|Receita de Outorga do Direito de Exploração de Satélite Brasileiro|S
13310207|Receita de Outorga de Licenças e Autorizações da Agência Espacial Brasileira|S
13310299|Outras Receitas de Concessões e Permissões – Serviços de Comunicação|S
13310300|Receita de Outorga para Exploração dos Serviços de Energia Elétrica|S
13319900|Outras Receitas de Concessões e Permissões – Serviços|S
13320000|Receita de Concessões e Permissões – Exploração de Recursos Naturais|N
13320100|Receita de Outorga dos Serviços de Exploração e Produção de Petróleo e Gás Natural|N
13320101|Bônus de Assinatura de Contrato de Concessão|S
13320102|Pagamento pela Retenção de Área para Exploração ou Produção|S
13320103|Bônus de Assinatura de Contrato de Partilha de Produção|S
13320200|Receita de Outorga de Direitos de Uso de Recursos Hídricos|S
13320300|Receita de Outorga de Direitos de Exploração e Pesquisa Mineral|S
13320400|Receita de Concessão Florestal|N
13320401|Receita de Concessão de Florestas Nacionais – Valor Mínimo|S
13320402|Receita de Concessão de Florestas Nacionais – Demais Valores|S
13320403|Receita de Outras Concessões Florestais – Valor Mínimo|S
13320404|Receita de Outras Concessões Florestais – Demais Valores|S
13320405|Receita de Custos de Edital de Concessão Florestal|S
13320406|Receita de Contratos de Transição de Concessão Florestal|S
13329900|Outras Receitas de Concessões e Permissões – Recursos Naturais|S
13330000|Receita de Concessões e Permissões – Direitos de Uso de Bens Públicos|N
13330100|Receita de Concessão de Direito Real de Uso de Área Pública|S
13330200|Receita de Outorga de Direito de Uso ou de Exploração de Criação Protegida – Instituição Científica e Tecnológica|S
13330300|Receita de Concessão de Uso do Potencial de Energia Hidráulica|S
13330400|Receita da Permissão de Uso de Área da União de Curta Duração|S
13330500|Receita da Cessão de Uso de Bens da União|S
13330600|Receita de Direito de Uso da Imagem e de Reprodução dos Bens do Acervo Patrimonial|S
13330700|Receita da Cessão de Uso de Áreas as União Situadas em Unidades de Conservação Federais|S
13339900|Outras Receitas de Concessões e Permissões – Direitos de Uso de Bens Públicos|S
13390000|Outras Receitas de Concessões e Permissões|S
13400000|Compensações Financeiras|N
13400100|Utilização de Recursos Hídricos – Itaipu|S
13400200|Utilização de Recursos Hídricos – Demais Empresas|S
13400300|Exploração de Recursos Minerais|S
13400900|Receita da Supressão Vegetal no Interior das Florestas Nacionais|S
13401100|Receita de Compensações Ambientais|S
13430000|Receita da Produção de Petróleo, Gás Natural e Outros Hidrocarbonetos Fluidos – Cessão Onerosa à Petrobras|S
13431000|Royalties Mínimos pela Produção de Petróleo – Cessão Onerosa à Petrobras|S
13431100|Royalties Mínimos pela Produção de Petróleo em Terra – Cessão Onerosa à Petrobras|S
13431200|Royalties Mínimos pela Produção de Petróleo em Plataforma – Cessão Onerosa à Petrobras|N
13431210|Royalties Mínimos pela Produção de Petróleo em Plataforma - Declaração de Comercialidade antes de 3/12/2012 – Cessão Onerosa à Petrobras|S
13431220|Royalties Mínimos pela Produção de Petróleo em Plataforma - Declaração de Comercialidade a partir de 3/12/2012 – Cessão Onerosa à Petrobras|S
13432000|Royalties Excedentes pela Produção de Petróleo – Cessão Onerosa à Petrobras|S
13432100|Royalties Excedentes pela Produção de Petróleo em Terra – Cessão Onerosa à Petrobras|S
13432200|Royalties Excedentes pela Produção de Petróleo em Plataforma -  Cessão Onerosa à Petrobras|N
13432210|Royalties Excedentes pela Produção de Petróleo em Plataforma - Declaração de Comercialidade antes de 3/12/2012 – Cessão Onerosa à Petrobras|S
13432220|Royalties Excedentes pela Produção de Petróleo em Plataforma - Declaração de Comercialidade a partir de 3/12/2012 – Cessão Onerosa à Petrobras|S
13440000|Receita da Produção de Petróleo, Gás Natural e Outros Hidrocarbonetos Fluidos - Contrato de Concessão|S
13441100|Royalties Mínimos pela Produção de Petróleo em Terra (Qualquer Situação) - Contrato de Concessão|S
13441200|Royalties Mínimos pela Produção de Petróleo em Plataforma - Contrato de Concessão|N
13441211|Royalties Mínimos pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade antes de 3/12/2012 - Área e Camada Pré-Sal|S
13441212|Royalties Mínimos pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade antes de 3/12/2012 - Demais Situações|S
13441220|Royalties Mínimos pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade a partir de 3/12/2012 - Qualquer Situação|S
13442100|Royalties Excedentes pela Produção de Petróleo em Terra (Qualquer Situação) - Contrato de Concessão|S
13442200|Royalties Excedentes pela Produção de Petróleo em Plataforma -  Contrato de Concessão|N
13442211|Royalties Excedentes pela Produção de Petróleo em Plataforma -  Contrato de Concessão - Declaração de Comercialidade antes de 3/12/2012 - Área e Camada Pré-Sal|S
13442212|Royalties Excedentes pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade antes de 3/12/2012 - Demais Situações|S
13442220|Royalties Excedentes pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade a partir de 3/12/2012 - Qualquer Situação|S
13443100|Participação Especial pela Produção de Petróleo em Terra (Qualquer Situação) - Contrato de Concessão|S
13443200|Participação Especial pela Produção de Petróleo em Plataforma - Contrato de Concessão|S
13443211|Participação Especial pela Produção de Petróleo em Plataforma - Contrato de Concessão - Declaração de Comercialidade antes de 3/12/2012 - Área e Camada Pré-Sal|S
13443212|Participação Especial pela Produção de Petróleo em Plataforma - Contrato de Concessão- Declaração de Comercialidade antes de 3/12/2012 - Demais Situações|S
13443220|Participação Especial pela Produção de Petróleo em Plataforma- Contrato de Concessão - Declaração de Comercialidade a partir de 3/12/2012 - Qualquer Situação|S
13500000|Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de Domínio Público|N
13510000|Receita de Royalties e Participações pela Exploração do Patrimônio Genético|N
13510100|Royalties pela Exploração do Patrimônio Genético em Área de Domínio Público|S
13510200|Royalties pela Exploração do Patrimônio Genético no Mar Territorial, Zona Econômica Exclusiva ou Plataforma Continental|S
